code,name,wac,city,state,country,globalregion,latitude,longitude
XAZ,Campbellton Rail Service,946,Campbellton,New Brunswick,Canada,North America,47.95,-66.7167
XBA,Off-Line Point,427,Bareges,,France,Europe,45.8833,0.0667
XBB,Blubber Bay SPB,906,Blubber Bay,British Columbia,Canada,North America,50,-123
XBC,Off-Line Point,427,Briancon,,France,Europe,44.9,6.65
XBD,Off-Line Point,427,Bar Le Duc,,France,Europe,48.7833,5.1667
XBE,Bearskin Lake,936,Bearskin Lake,Ontario,Canada,North America,53.9667,-91.05
XBF,Off-Line Point,427,Bellegarde,,France,Europe,47.9833,2.4333
XBG,Bogande Airport,593,Bogande,,Burkina Faso,Africa,12.9833,-0.1333
XBH,Off-Line Point,427,Bethune,,France,Europe,50.5,2.6333
XBI,Off-Line Point,427,Bourg D'Oisans,,France,Europe,45.05,6.0333
XBJ,"Birjand, Iran",632,"Birjand, Iran",,Iran,Middle East,32.8833,59.2167
XBK,Off-Line Point,427,Bourg En Bresse,,France,Europe,46.2,5.2167
XBL,Buno Bedelle Airport,522,Buno Bedelle,,Ethiopia,Africa,8.45,36.3333
XBM,Off-Line Point,427,Beaulieu Sur Mer,,France,Europe,43.7,7.3333
XBN,Biniguni,804,Biniguni,,Papua New Guinea,Australasia,-9.6333,149.3167
XBO,Boulsa Airport,593,Boulsa,,Burkina Faso,Africa,12.65,-0.5667
XBP,Off-Line Point,427,La Baule Les Pins,,France,Europe,47.2833,-2.4
XBQ,Off-Line Point,427,Blois,,France,Europe,47.5833,1.3333
XBR,Regional Tackaberry,936,Brockville,Ontario,Canada,North America,44.6347,-75.7542
XBS,Off-Line Point,427,Boulogne Sur Mer,,France,Europe,50.7,1.6
XBT,Off-Line Point,427,Boulogne Billancourt,,France,Europe,48.8333,2.2333
XBU,Off-Line Point,427,Banyuls Sur Mer,,France,Europe,42.4667,3.1333
XBV,Off-Line Point,427,Beaune,,France,Europe,47.0333,4.8333
XBW,Killineq,941,Killineq,Quebec,Canada,North America,42.65,-80.817
XBX,Off-Line Point,427,Bernay,,France,Europe,49.0833,0.5833
XBY,Off-Line Point,427,Bayonne,,France,Europe,43.5,-1.4667
XBZ,Off-Line Point,427,Bandol,,France,Europe,43.1333,5.75
XCB,Off-Line Point,427,Cambrai,,France,Europe,50.1833,3.2333
XCD,Off-Line Point,427,Chalon Sur Saone,,France,Europe,46.8,4.8333
XCE,Off-Line Point,427,Cerbere,,France,Europe,42.4333,3.1667
XCF,Off-Line Point,427,Chamonix Mont Blanc,,France,Europe,45.9167,6.85
XCG,Off-Line Point,427,Cagnes Sur Mer,,France,Europe,43.6667,7.15
XCH,Christmas Island,803,Christmas Island,,Christmas Island,Australasia,-10.4503,105.6894
XCI,Chambord Railway Services,941,Chambord,Quebec,Canada,North America,48.4167,-72.1
XCJ,Off-Line Point,235,Marigot,,Guadeloupe,Caribbean,14.8167,-61.0333
XCK,Off-Line Point,427,Saint Die,,France,Europe,48.2833,6.9333
XCL,Cluff Lake,921,Cluff Lake,Saskatchewan,Canada,North America,58.3914,-109.5167
XCM,Chatham-Kent,936,Chatham,Ontario,Canada,North America,42.4,-82.1833
XCN,Coron Airport,766,Coron,,Philippines,Asia,12.0167,120.2
XCO,Colac Airport,802,Colac,Victoria,Australia,Australasia,-38.35,143.5833
XCP,Off-Line Point,427,Compiegne,,France,Europe,49.4,2.8333
XCQ,Off-Line Point,427,Chamrousse,,France,Europe,45.1,5.8833
XCR,Vatry Airport,427,Chalons Sur Marne,,France,Europe,48.7678,4.2011
XCS,Off-Line Point,427,Caussade,,France,Europe,44.1667,1.55
XCT,Off-Line Point,427,La Ciotat,,France,Europe,43.1667,5.6167
XCU,Off-Line Point,427,Collioure,,France,Europe,42.5333,3.0833
XCV,Off-Line Point,427,Chantilly,,France,Europe,49.2,2.4833
XCW,Off-Line Point,427,Chaumont,,France,Europe,48.1167,5.1333
XCX,Off-Line Point,427,Chatellerault,,France,Europe,46.8333,0.5
XCY,Off-Line Point,427,Chateau Thierry,,France,Europe,49.05,3.3333
XCZ,Off-Line Point,427,Charleville Mezieres,,France,Europe,49.7333,4.6667
XDA,Off-Line Point,427,Dax,,France,Europe,43.7333,-1.05
XDB,Lalle,427,Lalle,,France,Europe,50.5694,3.1
XDD,Gaspe Rail Station,941,Gaspe,Quebec,Canada,North America,48.8667,-64.5
XDE,Diebougou Airport,593,Diebougou,,Burkina Faso,Africa,10.9667,-3.25
XDG,Halifax Rail Station,951,Halifax,Nova Scotia,Canada,North America,44.8833,-63.5167
XDH,Jasper Rail Station,916,Jasper,Alberta,Canada,North America,52.8333,-118.1167
XDI,Off-Line Point,427,Digne,,France,Europe,44.1,6.2333
XDJ,Djibo Airport,593,Djibo,,Burkina Faso,Africa,14.1,-1.6333
XDK,Off-Line Point,427,Dunkerque,,France,Europe,51.0333,2.3333
XDL,Chandler Rail Services,941,Chandler,Quebec,Canada,North America,48.3,-64.7667
XDM,Drummondville Rail Service,941,Drummondville,Quebec,Canada,North America,45.9167,-72.4167
XDN,Off-Line Point,427,Douai,,France,Europe,50.35,3.0667
XDO,Grande-Riviere Rail Service,941,Grande-Riviere,Quebec,Canada,North America,48.4333,-64.5
XDP,Moncton Rail Station,946,Moncton,New Brunswick,Canada,North America,46.1167,-64.6833
XDQ,London Rail Station,936,London,Ontario,Canada,North America,43.0333,-81.15
XDR,Off-Line Point,427,Dreux,,France,Europe,48.7333,1.3833
XDS,Ottawa Railway Station,936,Ottawa,Ontario,Canada,North America,45.45,-75.1333
XDT,C. de. G./TGV Rail Service,427,Paris,,France,Europe,48.8333,2.3333
XDU,Hervey Railway Station,941,Hervey-Jonction,Quebec,Canada,North America,46.8667,-72.4833
XDV,Railway Station,906,Prince George,British Columbia,Canada,North America,53.9167,-122.75
XDW,Prince Rupert Rail Station,906,Prince Rupert,British Columbia,Canada,North America,54.3167,-130.3167
XDX,Sarnia Rail Station,936,Sarnia,Ontario,Canada,North America,42.9667,-82.3833
XDY,Sudbury Jct. Rail Station,936,Sudbury,Ontario,Canada,North America,46.5,-81
XDZ,The Pas Rail Station,926,The Pas,Manitoba,Canada,North America,53.75,-101.25
XEA,Pacific Central Rail Station,906,Vancouver,British Columbia,Canada,North America,49.25,-123.1667
XEB,Off-Line Point,427,Evian Les Bains,,France,Europe,46.4,6.5833
XEC,Windsor Rail Station,936,Windsor,Ontario,Canada,North America,42.2667,-82.9667
XED,Disneyland Railway Service,427,Paris,,France,Europe,49.0167,2.5653
XEE,Lac Edouard Rail Service,941,Lac Edouard,Quebec,Canada,North America,47.6667,-72.2667
XEF,Union Railway Station,926,Winnipeg,Manitoba,Canada,North America,49.9,-97.15
XEG,Kingston Rail Station,936,Kingston,Ontario,Canada,North America,44.2333,-76.5
XEH,Ladysmith Rail Service,906,Ladysmith,British Columbia,Canada,North America,49,-123.8167
XEI,Off-Line Point,736,Tsukuba,,Japan,Asia,36.2167,140.1
XEJ,Langford Rail Service,906,Langford,British Columbia,Canada,North America,48.45,-123.5
XEK,Melville Rail Service,921,Melville,Saskatchewan,Canada,North America,50.9167,-102.8333
XEL,Railway Station,941,New Carlisle,Quebec,Canada,North America,48,-65.3667
XEM,Railway Station,941,New Richmond,Quebec,Canada,North America,48.2,-65.8667
XEN,Xingcheng Airport,713,Xingcheng,,China,Asia,40.7333,118.6167
XEO,Oqaitsut Harbour,975,Oqaitsut,,Greenland,North America,69.3333,-51
XEP,Off-Line Point,427,Epernay,,France,Europe,49.05,3.9333
XEQ,Heliport,975,Tasiussaq,,Greenland,North America,60.2667,-44.6333
XER,Strasbourg Bus Station,427,Strasbourg,,France,Europe,48.5333,7.6333
XES,Grand Geneva Resort,45,Lake Geneva,Wisconsin,United States,North America,42.6278,-88.4281
XET,Karlsruhe Bus Station,429,Karlsruhe/Baden Baden,,Germany,Europe,48.7792,8.0803
XEU,Hyatt Regency EY Bus Station,678,Dubai,,United Arab Emirates,Middle East,25.2706,55.3042
XEV,Stockholm Railway Service,484,Stockholm,,Sweden,Europe,59.3167,18.05
XEW,Flemingsberg Railway Station,484,Stockholm,,Sweden,Europe,59.6619,17.9339
XEX,Aerogare des Invalides,427,Paris,,France,Europe,48.8333,2.65
XEY,Miramichi Railway Station,946,Miramichi,New Brunswick,Canada,North America,43.9167,-78.5833
XEZ,Sodertalje Railway Service,484,Sodertalje,,Sweden,Europe,59.15,17.6333
XFA,Lille Flanders Rail Service,427,Lille,,France,Europe,50.6167,3.0667
XFB,Off-Line Point,427,Fontainebleau,,France,Europe,48.4,2.6667
XFC,Fredericton Junction Rail Service,946,Fredericton Junction,New Brunswick,Canada,North America,45.9667,-66.65
XFD,Stratford Rail Service,936,Stratford,Ontario,Canada,North America,43.3833,-81
XFE,Parent Rail Service,941,Parent,Quebec,Canada,North America,47.9167,-74.6167
XFF,Frethun Rail Station,427,Calais,,France,Europe,50.9333,1.9167
XFG,Perce Rail Service,941,Perce,Quebec,Canada,North America,48.5167,-64.2167
XFH,Strangnas Airport,484,Strangnas,,Sweden,Europe,59.3667,17.0167
XFI,Port Daniel Rail Service,941,Port Daniel,Quebec,Canada,North America,48.2,-65
XFJ,Eskilstuna Railway Service,484,Eskilstuna,,Sweden,Europe,59.3667,16.5
XFK,Railway Station,941,Senneterre,Quebec,Canada,North America,48.4167,-77.25
XFL,Shawinigan Rail Service,941,Shawinigan,Quebec,Canada,North America,46.5833,-72.8333
XFM,Shawnigan Rail Service,906,Shawnigan,British Columbia,Canada,North America,48.6333,-123.5833
XFN,Liuji Airport,713,Xiangyang,,China,Asia,32.0333,112.0167
XFO,Taschereau Rail Service,941,Taschereau,Quebec,Canada,North America,48.6667,-78.6667
XFP,Malmo Railway Service,484,Malmo,,Sweden,Europe,55.6,13.0667
XFQ,Weymont Rail Service,941,Weymont,Quebec,Canada,North America,42.0833,-72.2
XFR,Malmo South Railway Service,484,Malmo,,Sweden,Europe,55.5833,13.0667
XFS,Alexandria Rail Service,936,Alexandria,Ontario,Canada,North America,45.3167,-74.6333
XFT,Off-Line Point,729,Fo Tan,,Hong Kong,Asia,22.3833,114.1833
XFU,Tierp Railway Service,484,Tierp,,Sweden,Europe,60.3333,17.5
XFV,Brantford Rail Service,936,Brantford,Ontario,Canada,North America,43.1667,-80.25
XFW,Finkenwerder,429,Finkenwerder,,Germany,Europe,53.5358,9.8366
XFX,Off-Line Point,427,Foix,,France,Europe,42.9667,1.6333
XFY,Sainte-Foy Rail Service,941,Quebec,Quebec,Canada,North America,46.7833,-71.3
XFZ,Charny Airport,941,Quebec,Quebec,Canada,North America,46.7167,-71.25
XGA,Amilcar Cabral,593,Gaoua,,Burkina Faso,Africa,10.3333,-3.1833
XGB,Gare Montparnasse Airport,427,Paris,,France,Europe,49.0167,2.5653
XGC,Lund Railway Service,484,Lund,,Sweden,Europe,55.7,13.1833
XGD,Arendal Rail Station,465,Arendal,,Norway,Europe,58.45,8.9333
XGE,Central Bus Station,936,Ottawa,Ontario,Canada,North America,45.3167,-75.6667
XGF,Off-Line Point,427,Saint Gervais Le Fayet,,France,Europe,46.9167,-1.9833
XGG,Gorum-Gorum Airport,593,Gorom-Gorom,,Burkina Faso,Africa,14.4333,-0.2333
XGH,Rail Station,465,Flam,,Norway,Europe,60.8628,7.1131
XGI,Rail Station,465,Andalsnes,,Norway,Europe,62.5669,7.6903
XGJ,Cobourg Rail Service,936,Cobourg,Ontario,Canada,North America,43.9667,-78.1667
XGK,Railway Station,941,Coteau,Quebec,Canada,North America,45.2667,-74.2667
XGL,Granville Lake Airport,926,Granville Lake,Manitoba,Canada,North America,56.2333,-100.55
XGM,Grantham Rail Station,493,Grantham,England,United Kingdom,Europe,52.9167,-0.6333
XGN,Xangongo Airport,502,Xangongo,,Angola,Africa,-16.75,14.9722
XGO,Off-Line Point,316,Santiago,,Brazil,South America,-29.1833,-54.8667
XGP,Rail Station,465,Dombas,,Norway,Europe,62.0683,9.1256
XGQ,Bus Service,425,Saariselka,,Finland,Europe,68.65,28.4833
XGR,Georges River,941,Kangiqsualujjuaq,Quebec,Canada,North America,58.5333,-65.9
XGS,Gjerstad Rail Station,465,Gjerstad,,Norway,Europe,58.9,9
XGT,Off-Line Point,427,Gueret,,France,Europe,46.1833,1.85
XGU,Rail Station,465,Asker,,Norway,Europe,59.8336,10.4322
XGV,Off-Line Point,427,Saint Gilles Croix De Vie,,France,Europe,46.6833,-1.9167
XGW,Gananoque Rail Service,936,Gananoque,Ontario,Canada,North America,44.3333,-76.1667
XGX,Bus Service,425,Levi,,Finland,Europe,67.7833,24.8
XGY,Grimsby Rail Service,936,Grimsby,Ontario,Canada,North America,43.2,-79.5667
XGZ,Off-Line Point,403,Bregenz,,Austria,Europe,47.5167,9.7667
XHA,Bus Service,425,Yllasjarvi,,Finland,Europe,67.5167,24.3
XHC,Bus Service,425,Akaslompolo,,Finland,Europe,67.6,24.1333
XHD,Bus Service,425,Ruka,,Finland,Europe,66.15,29.1667
XHE,Off-Line Point,427,Hyeres,,France,Europe,43.1333,6.15
XHF,Honefoss Rail Station,465,Honefoss,,Norway,Europe,60.1689,10.2472
XHG,Bus Station,936,Ottawa,Ontario,Canada,North America,45.3333,-75.6833
XHH,Bus Service,82,Boulder,Colorado,United States,North America,40.0389,-105.225
XHI,Herzogenaurach Bus Service,429,Herzogenaurach,,Germany,Europe,49.5667,10.9
XHJ,Hbf Railway Station,429,Aachen,,Germany,Europe,50.7833,6.0833
XHK,Railway Service,427,Valence,,France,Europe,44.9833,4.9833
XHL,Rail Station,465,Nelaug,,Norway,Europe,58.6575,8.6294
XHM,Georgetown Rail Service,936,Georgetown,Ontario,Canada,North America,43.6667,-79.9333
XHN,Guillemins Railway Station,409,Liege,,Belgium,Europe,50.6333,5.5667
XHO,City Bus Station,713,Dongguan,,China,Asia,23.05,114.0833
XHP,Gare de lEst Rail Station,427,Paris,,France,Europe,48.8833,2.35
XHQ,Hopa Bus Station,679,Artvin,,Turkey,Europe,41.4097,41.4325
XHR,Off-Line Point,316,Timbo,Santa Catarina,Brazil,South America,-26.8233,-49.2717
XHS,Chemainus Rail Services,906,Chemainus,British Columbia,Canada,North America,48.9167,-123.7
XHT,Arna Railway,465,Arna,,Norway,Europe,60.4194,5.4639
XHU,Huntingdon Rail Station,493,Huntingdon,England,United Kingdom,Europe,52.3333,-0.1833
XHV,Bus Service,473,Brasov,,Romania,Europe,46.9997,25.9997
XHW,Alice Springs Railway,802,Alice Springs,Northern Territory,Australia,Australasia,-23.7,133.8667
XHX,Adelaide Keswick Rail Station,802,Adelaide,South Australia,Australia,Australasia,-34.9333,138.5667
XHY,Off-Line Point,427,Hendaye,,France,Europe,43.3833,-1.7833
XIA,Central Railway Station,936,Guelph,Ontario,Canada,North America,43.5833,-80.3333
XIB,Ingersoll Rail Service,936,Ingersoll,Ontario,Canada,North America,43.0667,-80.9167
XIC,Qingshan,713,Xichang,,China,Asia,27.9667,102.2167
XID,Maxville Rail Service,936,Maxville,Ontario,Canada,North America,45.2833,-74.85
XIE,Xienglom Airport,744,Xienglom,,Laos,Asia,19.65,100.8333
XIF,Napanee Rail Service,936,Napanee,Ontario,Canada,North America,44.25,-76.95
XIG,Xinguara Airport,316,Xinguara,Para,Brazil,South America,-6.9667,-48.8
XIH,Off-Line Point,634,Khan al Baghdadi,,Iraq,Middle East,35,43
XII,Prescott Rail Service,936,Prescott,Ontario,Canada,North America,44.7167,-75.5167
XIJ,Air Base,644,Ahmed al Jaber,,Kuwait,Middle East,28.9347,47.7919
XIK,Central Station,450,Milan,,Italy,Europe,45.4667,9.2
XIL,Xilinhot,713,Xilinhot,,China,Asia,43.9667,116.0667
XIM,Railway Station,941,Saint Hyacinthe,Quebec,Canada,North America,45.6667,-72.9667
XIN,Xingning,713,Xingning,,China,Asia,24.15,115.75
XIO,St. Marys Rail Service,936,Saint Marys,Ontario,Canada,North America,43.3333,-81.1667
XIP,Woodstock Rail Service,936,Woodstock,Ontario,Canada,North America,43.1667,-80.75
XIQ,Heliport,975,Ilimanaq,,Greenland,North America,69,-51
XIR,Railway Station,429,Dresden,,Germany,Europe,51.1339,13.7689
XIS,Off-Line Point,316,Dionisio Cerqueira,Santa Catarina,Brazil,South America,-26.25,-53.6
XIT,Railway Station,429,Leipzig/Halle,,Germany,Europe,51.4153,12.4167
XIU,Railway Station,429,Erfurt,,Germany,Europe,50.9806,10.9636
XIV,Campo Grande Railway Station,482,Valladolid,,Spain,Europe,41.6419,-4.7269
XIX,Porta Nuova Rail Station,450,Verona,,Italy,Europe,45.4167,10.9667
XIY,Xianyang International,713,Xi'an,,China,Asia,34.3667,108.7
XIZ,Champagne Railway Station,427,Reims,,France,Europe,49.2319,3.9894
XJA,Alvdal Railway,465,Alvdal,,Norway,Europe,62.1094,10.6389
XJB,Bus  Service,482,Barcelona,,Spain,Europe,41.3028,2.0944
XJC,Olomouc Rail Station,418,Olomouc,,Czech Republic,Europe,49.5925,17.2778
XJD,Off-Line Point,664,Al Udeid,,Qatar,Middle East,25.1158,51.3153
XJE,Vojens Railway Service,419,Vojens,,Denmark,Europe,55.2333,9.2667
XJF,Falun Bus Service,484,Borlange/Falun,,Sweden,Europe,60.5,15.6333
XJG,Darwin Rail Terminal,802,Darwin,Northern Territory,Australia,Australasia,-12.3833,130.7333
XJH,Harbour,729,Hong Kong,,Hong Kong,Asia,22.35,114.1167
XJI,Ciudad Real Rail Station,482,Ciudad Real,,Spain,Europe,38.9867,-3.9139
XJJ,Bus Station,482,Albacete,,Spain,Europe,38.9978,-1.8464
XJK,Klaipeda/Palanga Bus Station,452,Klaipeda/Palanga,,Lithuania,Europe,55.7,21.1333
XJL,Joliette Rail Service,941,Joliette,Quebec,Canada,North America,46.05,-73.4
XJM,Mangla,764,Mangla,,Pakistan,Asia,33.6167,73.1
XJN,Bus Station,482,Valladolid,,Spain,Europe,41.6411,-4.7325
XJO,Bus Station,482,Soria,,Spain,Europe,41.7669,-2.4794
XJP,Pardubice Railway Station,418,Pardubice,,Czech Republic,Europe,50.0331,15.7547
XJQ,Jonquiere Rail Service,941,Jonquiere,Quebec,Canada,North America,48.45,-71.2333
XJR,Bus Station,482,Lorca,,Spain,Europe,37.6711,20.6517
XJS,Kitzbuehl Railway,403,Salzburg,,Austria,Europe,47.4556,12.3931
XJT,Tours Rail Station,427,Tours,,France,Europe,47.3667,0.6667
XJU,Bus Station,482,Burgos,,Spain,Europe,42.3378,-3.7011
XJV,Ostrava Railway Station,418,Ostrava,,Czech Republic,Europe,49.8519,18.2683
XJW,North Railway Station,713,Xiaogan,,China,Asia,31.5919,114.2144
XJY,TGV Gare de Massy,427,Paris,,France,Europe,48.7181,2.25
XJZ,Off-Line Point,427,Saint Jean De Luz,,France,Europe,43.3833,-1.65
XKA,Kantchari Airport,593,Kantchari,,Burkina Faso,Africa,12.4833,1.5167
XKB,Kongsberg Rail Station,465,Kongsberg,,Norway,Europe,59.7,9.65
XKC,Sandnes Rail Station,465,Sandnes,,Norway,Europe,58.8478,5.7339
XKD,Halden Rail Station,465,Halden,,Norway,Europe,59.12,11.3839
XKE,Rena Rail Station,465,Rena,,Norway,Europe,61.1342,11.3689
XKF,Fredrikstad Rail Station,465,Fredrikstad,,Norway,Europe,59.2089,10.9508
XKG,Grong Rail Station,465,Grong,,Norway,Europe,64.4583,12.3369
XKH,Xieng Khouang,744,Phonsavan,,Laos,Asia,19.4492,103.1615
XKI,Lillestrom Rail Station,465,Lillestrom,,Norway,Europe,59.95,11.0833
XKJ,Steinkjer Rail Station,465,Steinkjer,,Norway,Europe,64.0125,11.4942
XKK,Larvik Rail Station,465,Larvik,,Norway,Europe,59.05,10.0297
XKL,Kuala Lumpur Sentral Rail,749,Kuala Lumpur,,Malaysia,Asia,2.7433,101.6933
XKM,Moss Rail Station,465,Moss,,Norway,Europe,59.4319,10.6569
XKN,Finse Rail Station,465,Finse,,Norway,Europe,60.6019,7.5039
XKO,Kemano Heliport,906,Kemano,British Columbia,Canada,North America,53.5667,-127.9333
XKP,Porsgrunn Rail Station,465,Porsgrunn,,Norway,Europe,59.1403,9.6581
XKQ,Sarpsborg Rail Station,465,Sarpsborg,,Norway,Europe,59.2858,11.1181
XKR,Kristiansand Railway Station,465,Kristiansand,,Norway,Europe,63.1,7.9667
XKS,Kasabonika,936,Kasabonika,Ontario,Canada,North America,53.5333,-88.75
XKT,Off-Line Point,729,Kennedy Town,,Hong Kong,Asia,22.2667,114.1
XKU,Off-Line Point,679,Kusadasi,,Turkey,Europe,37.8667,27.25
XKV,Sackville Rail Service,946,Sackville,New Brunswick,Canada,North America,45.9,-64.3833
XKW,Tonsberg Rail Station,465,Tonsberg,,Norway,Europe,59.2722,10.4089
XKY,Kaya Airport,593,Kaya,,Burkina Faso,Africa,13.083,-1.083
XKZ,Vinstra Rail Station,465,Vinstra,,Norway,Europe,61.595,9.7467
XLA,Off-Line Point,427,La Bastide Puylaurent,,France,Europe,44.5833,3.9167
XLB,Lac Brochet,926,Lac Brochet,Manitoba,Canada,North America,58.6172,-101.4686
XLD,Off-Line Point,427,Landerneau,,France,Europe,48.4667,-4.2833
XLE,Off-Line Point,427,Lens,,France,Europe,50.4333,2.8333
XLF,Leaf Bay Airport,941,Leaf Bay,Quebec,Canada,North America,59,-69
XLG,Off-Line Point,427,Lognes,,France,Europe,48.8167,2.6167
XLH,Bagneres de Luchon Airport,427,Bagneres de Luchon,,France,Europe,42.8,0.6
XLI,Off-Line Point,427,Saint Louis,,France,Europe,47.5833,7.5667
XLJ,Quebec City Rail Station,941,Quebec,Quebec,Canada,North America,46.7892,-71.3981
XLK,Levis Rail Service,941,Quebec,Quebec,Canada,North America,46.7892,-71.3981
XLL,Off-Line Point,427,Lons Le Saunier,,France,Europe,46.6667,5.55
XLM,St-Lambert Railway Station,941,Montreal-St Lambert,Quebec,Canada,North America,45.5167,-73.5667
XLN,Off-Line Point,427,Laon,,France,Europe,49.55,3.5833
